name,category,serving_size_g,calories,sodium_mg,sugar_g,carbs_g,protein_g,fat_g,sample_count,source_dataset
아로니아,과일류,,64.0,0.0,4.46,16.43,0.95,0.22,2,원재료성식품
아마란스,곡류,,382.0,0.0,1.68,67.43,16.78,5.86,2,원재료성식품
아마씨,견과 및 종실류,,540.0,70.0,0.9,30.4,21.8,43.3,1,원재료성식품
아마씨유,유지류,,884.0,0.0,0.0,0.0,0.11,99.98,1,원재료성식품
아몬드,견과 및 종실류,,587.5,4.0,5.37,20.29,23.45,50.62,2,원재료성식품
아몬드유,유지류,,884.0,0.0,0.0,0.0,0.0,100.0,1,원재료성식품
아보카도,과일류,,160.0,7.0,0.66,8.53,2.0,14.66,1,원재료성식품
아보카도오일,식용유지류,250.0,839.0,0.0,0.0,0.0,0.0,93.0,85,가공식품
아보카도유,유지류,,917.0,13.0,0.0,0.48,0.0,99.52,1,원재료성식품
아세로라,과일류,,36.0,7.0,,9.0,0.7,0.1,1,원재료성식품
아스파라거스,채소류,,17.0,3.0,1.35,2.81,2.02,0.34,3,원재료성식품
아욱,채소류,,34.0,27.0,0.0,6.42,3.3,0.4,2,원재료성식품
아욱 된장국,국 및 탕류,190.0,16.0,251.0,0.42,2.47,1.2,0.33,5,음식
아위버섯,버섯류,,26.5,5.5,0.3,8.62,3.58,0.42,2,원재료성식품
아이비카,채소류,,260.0,,,43.7,27.7,4.4,1,원재료성식품
아이스 카페라떼,음료 및 차류,355.0,46.0,17.0,5.14,6.73,1.4,1.5,3,음식
아이스 카페모카,음료 및 차류,355.0,81.0,26.5,8.17,11.95,1.7,3.07,4,음식
아이스밀크,빙과류,140.0,153.0,50.0,16.25,22.22,2.4,5.57,1292,가공식품
아이스크림,유제품류 및 빙과류,100.0,188.0,57.0,20.87,28.7,3.0,8.52,465,음식
아이스티,음료 및 차류,,36.0,3.0,8.25,4.66,0.02,0.01,109,음식
아주까리,채소류,,184.5,28.5,,32.9,21.3,1.8,2,원재료성식품
아티초크,채소류,,46.0,56.5,0.99,9.84,3.0,0.39,4,원재료성식품
아피오스감자,감자 및 전분류,,175.0,31.0,,38.2,6.1,0.5,1,원재료성식품
알로에,채소류,,3.0,13.0,,0.7,0.1,,1,원재료성식품
알밥,밥류,500.0,86.0,169.0,0.74,15.71,2.4,1.45,6,음식
알탕,찌개 및 전골류,520.0,39.0,156.0,0.55,2.29,6.37,0.74,3,음식
알팔파,채소류,,21.0,5.0,0.34,3.14,3.53,0.2,1,원재료성식품
알함유가공품,알가공품류,500.0,158.5,355.0,0.8,6.1,11.38,8.85,88,가공식품
앙금빵,빵 및 과자류,100.0,306.0,270.0,19.0,63.33,7.06,1.5,15,음식
애느타리버섯,버섯류,,16.0,7.0,,3.5,4.2,0.1,1,원재료성식품
애플수박,과일류,,40.0,0.0,6.23,8.39,0.94,0.81,1,원재료성식품
애호박 감자된장국,국 및 탕류,222.2,23.0,186.0,0.67,3.35,1.9,0.32,3,음식
애호박 된장국,국 및 탕류,320.0,23.0,283.0,0.97,3.18,2.0,0.48,1,음식
애호박 볶음,볶음류,49.4,64.0,204.0,1.78,4.25,1.1,4.95,1,음식
애호박나물,나물·숙채류,50.0,37.0,162.0,2.64,5.51,1.3,1.44,3,음식
애호박볶음,볶음류,50.0,59.0,447.0,0.42,5.3,1.32,3.62,1,음식
애호박부침개,전·적 및 부침류,86.5,150.0,239.5,1.27,17.83,5.5,5.92,4,음식
애호박전,전·적 및 부침류,70.0,122.0,183.0,1.59,6.73,3.5,6.98,5,음식
애호박죽,죽 및 스프류,171.5,77.0,57.0,0.43,15.0,1.4,0.96,1,음식
애호박찌개,찌개 및 전골류,266.0,38.0,210.0,0.83,3.83,3.7,0.95,4,음식
애호박찜,찜류,117.4,38.5,574.0,1.98,4.74,1.85,1.55,4,음식
액상음료,음료류,245.0,50.0,15.0,7.08,10.6,0.09,0.0,6529,가공식품
액상차,음료류,300.0,60.0,5.0,8.3,14.03,0.2,0.0,5333,가공식품
액상커피,음료 및 차류,100.0,17.0,0.0,1.68,3.98,0.2,0.01,3,음식
앨퉁이,어패류 및 기타 수산물,,162.0,,,0.16,18.79,8.75,2,원재료성식품
앵두,과일류,,61.0,10.0,,15.2,1.1,0.3,1,원재료성식품
야채빵,빵 및 과자류,,333.0,414.0,8.0,,8.33,,9,음식
야콘,감자 및 전분류,,47.0,0.0,0.5,11.15,0.6,0.3,2,원재료성식품
야콘차,차류,,98.0,33.0,,24.0,0.6,0.0,1,원재료성식품
약과,빵 및 과자류,30.0,389.0,301.0,14.5,84.89,5.89,4.75,2,음식
약식,빵 및 과자류,100.0,220.0,227.0,11.73,45.34,4.33,2.38,2,음식
양갱,과자류·빵류 또는 떡류,70.0,288.0,31.0,39.01,67.27,3.0,0.0,467,가공식품
양고기,육류,,205.0,37.0,,0.1,18.8,15.3,1,원재료성식품
양념 도토리묵,생채·무침류,116.9,55.0,363.0,0.15,9.91,1.1,1.27,1,음식
양념 돼지고기튀김,튀김류,192.5,189.0,347.0,2.19,13.89,12.9,8.58,2,음식
양념 바지락젓,젓갈류,12.5,50.0,1.0,0.81,2.07,5.8,1.97,1,음식
양념 새우젓,젓갈류,15.0,67.0,5863.0,1.5,6.78,7.3,1.5,1,음식
양념 오징어젓,젓갈류,15.0,66.0,1858.0,1.43,5.27,7.9,1.33,3,음식
양념두부,볶음류,66.4,68.0,105.0,0.09,2.99,6.2,3.39,1,음식
양념육,식육가공품 및 포장육,414.0,194.5,395.0,3.0,8.0,15.0,10.2,9212,가공식품
양념채김치,김치류,190.3,53.0,1065.0,3.61,7.5,3.3,1.55,1,음식
양념초장,"장류, 양념류",5.0,134.0,4784.0,1.39,21.8,10.4,1.03,2,음식
양미리,어패류 및 기타 수산물,,178.5,128.0,0.0,0.6,25.7,5.95,2,원재료성식품
양미리조림,조림류,123.2,143.0,286.0,1.53,5.61,18.1,4.45,3,음식
양배추,채소류,,30.5,6.5,4.02,6.78,1.96,0.14,8,원재료성식품
양배추 겉절이,생채·무침류,78.4,42.5,411.0,3.55,7.19,1.85,1.31,4,음식
양배추 된장국,국 및 탕류,184.4,34.0,313.0,1.61,3.93,2.9,0.89,1,음식
양배추 사과 샐러드,생채·무침류,55.4,136.0,73.0,7.29,10.14,0.8,10.74,3,음식
양배추 샐러드,생채·무침류,122.2,99.0,145.0,2.2,4.32,0.9,8.95,2,음식
양배추 초나물,나물·숙채류,113.3,65.5,175.0,5.61,9.45,2.0,2.75,2,음식
양배추김치,김치류,54.7,39.0,2099.0,4.0,8.29,2.2,0.39,1,음식
양배추나물,나물·숙채류,40.2,71.0,799.0,4.42,8.69,2.2,3.76,2,음식
양배추부추무침,생채·무침류,62.0,37.5,350.5,3.73,7.36,2.05,0.55,4,음식
양배추오이  샐러드,생채·무침류,34.1,188.0,120.0,4.28,8.2,1.8,17.09,2,음식
양상추 샐러드,생채·무침류,73.4,78.5,111.5,3.12,4.78,1.4,6.21,4,음식
양송이 덮밥,밥류,572.0,93.0,46.0,1.27,19.64,1.9,0.65,2,음식
양송이버섯,버섯류,,15.0,5.0,0.77,3.89,3.73,0.31,7,원재료성식품
양송이버섯볶음,볶음류,100.1,93.0,255.5,2.19,4.5,4.3,6.94,4,음식
양장피,생채·무침류,344.4,81.0,362.0,3.15,5.33,10.7,1.8,3,음식
양지국물,육류,,4.0,26.0,,0.0,1.0,0.0,1,원재료성식품
양태구이,구이류,100.0,107.0,672.0,0.0,0.1,14.0,5.11,1,음식
양태류,어패류 및 기타 수산물,,81.0,,0.3,0.3,18.54,0.5,5,원재료성식품
양파,채소류,,31.5,1.5,5.02,7.17,0.93,0.32,10,원재료성식품
양파 소고기전,전·적 및 부침류,82.0,155.0,435.0,3.51,8.88,5.0,10.63,1,음식
양파링튀김,튀김류,100.0,411.0,776.0,5.43,43.58,3.86,25.23,1,음식
양파볶음,볶음류,105.2,67.0,323.0,3.87,4.72,0.9,5.18,3,음식
양파장아찌,장아찌·절임류,50.0,63.0,6050.0,15.42,16.05,0.6,0.03,1,음식
양하,채소류,,13.0,1.0,,2.8,0.6,0.1,1,원재료성식품
어린양 부산물,육류,,179.5,63.0,,2.15,25.48,6.92,2,원재료성식품
어린양고기,육류,,270.0,65.5,0.0,0.0,21.0,20.71,8,원재료성식품
어묵,수산가공식품류,338.0,155.0,692.0,3.5,20.0,10.3,3.2,2706,가공식품
어묵 감자볶음,볶음류,79.7,208.0,559.0,4.37,23.61,8.2,9.07,3,음식
어묵 매운탕,찌개 및 전골류,236.4,39.5,235.0,1.57,5.76,2.75,0.84,4,음식
어묵 오이무침,생채·무침류,105.7,127.0,532.0,5.51,18.17,7.7,3.07,3,음식
어묵 우동,면 및 만두류,580.0,61.0,209.5,0.21,11.21,1.85,0.76,4,음식
어묵국,국 및 탕류,190.0,37.5,358.5,0.92,4.85,2.75,0.89,4,음식
어묵국(어묵탕),국 및 탕류,320.0,30.5,239.0,0.81,3.83,1.81,0.69,6,음식
어묵국물,국 및 탕류,300.0,7.0,234.0,0.14,1.05,0.5,0.13,1,음식
어묵볶음,볶음류,100.0,89.0,360.0,2.58,10.05,4.3,3.57,15,음식
어묵잡채,볶음류,168.6,127.0,426.5,2.23,10.0,6.6,6.54,4,음식
어묵전,전·적 및 부침류,67.2,274.0,913.0,2.31,28.78,12.6,11.41,2,음식
어묵조림,조림류,82.5,172.0,896.0,5.63,21.18,9.3,5.72,7,음식
어묵탕,국 및 탕류,600.0,30.0,240.0,0.79,4.08,2.1,0.73,8,음식
어묵튀김,튀김류,73.0,179.0,811.5,1.91,15.75,8.45,8.93,4,음식
어수리,채소류,,38.0,16.0,,7.7,3.4,0.3,2,원재료성식품
어유,식용유지류,30.0,270.0,0.0,0.0,0.0,0.0,30.0,7,가공식품
어육가공품,수산가공식품류,294.0,152.0,600.0,3.6,16.0,10.0,4.0,825,가공식품
어육소시지전,전·적 및 부침류,80.0,177.0,441.0,2.04,12.73,8.23,10.14,1,음식
어죽,죽 및 스프류,800.0,69.0,263.0,1.23,12.6,2.55,0.94,1,음식
어탕,국 및 탕류,150.0,57.0,323.0,0.0,1.21,8.47,2.06,1,음식
얼갈이 겉절이,생채·무침류,100.0,22.0,224.0,1.99,4.12,1.3,0.43,1,음식
얼갈이 나물,나물·숙채류,100.0,48.0,1483.0,0.68,3.98,1.9,3.05,2,음식
얼갈이 된장국,국 및 탕류,250.0,12.0,201.5,0.4,1.64,0.9,0.35,4,음식
얼갈이겉절이,생채·무침류,110.0,25.0,229.0,1.62,4.09,1.14,0.65,3,음식
얼갈이배추,채소류,,14.0,52.0,0.58,2.5,1.46,0.14,3,원재료성식품
얼갈이배추김치,김치류,90.0,46.5,413.5,0.76,7.65,1.73,1.01,2,음식
엄나무(개두릅),채소류,,39.0,2.0,0.18,4.53,7.0,0.71,2,원재료성식품
엉겅퀴,채소류,,273.0,7.0,,54.9,24.9,1.9,2,원재료성식품
에이드,음료 및 차류,,38.0,3.0,8.25,9.86,0.07,0.06,257,음식
엘더베리,과일류,,73.0,6.0,,18.4,0.66,0.5,1,원재료성식품
여주(고야),채소류,,22.0,0.0,0.36,4.48,1.28,0.36,1,원재료성식품
연근,채소류,,68.5,13.5,1.2,15.85,1.35,0.08,2,원재료성식품
연근전,전·적 및 부침류,134.7,82.0,14.0,0.57,10.26,1.9,3.52,2,음식
연근조림,조림류,55.0,125.0,425.0,3.32,22.23,1.85,1.17,6,음식
연근튀김,튀김류,120.4,156.0,389.0,0.94,16.27,3.1,8.36,3,음식
연두부찌개,찌개 및 전골류,257.8,42.0,291.0,0.95,2.59,4.8,1.48,1,음식
연두부찜,찜류,133.6,65.0,203.0,1.11,3.71,5.1,3.3,4,음식
연씨,견과 및 종실류,,81.0,2.0,0.5,14.9,5.9,0.5,1,원재료성식품
연어,수산가공식품류,180.0,199.0,294.0,0.0,3.0,19.75,11.68,236,가공식품
연어구이,구이류,86.9,223.0,850.0,0.0,0.2,24.78,11.68,5,음식
연어기름,유지류,,902.0,0.0,,0.0,0.0,100.0,1,원재료성식품
연어롤,밥류,300.0,170.0,404.0,2.82,24.77,6.19,5.13,1,음식
연어류,어패류 및 기타 수산물,,191.0,280.0,0.0,0.1,22.1,11.27,37,원재료성식품
연어튀김,튀김류,70.9,149.0,971.0,0.01,9.66,13.1,5.71,1,음식
연유,유가공품류,500.0,335.5,108.5,54.89,55.5,7.5,8.2,14,가공식품
연잎밥,밥류,100.0,207.0,178.0,,47.0,4.0,0.3,1,음식
연포탕,국 및 탕류,1000.0,54.0,234.0,0.02,2.02,9.49,0.9,1,음식
열대비름(아마란스),채소류,,33.0,18.0,0.0,4.8,4.39,0.62,2,원재료성식품
열무,채소류,,15.5,64.0,0.38,2.4,1.99,0.23,2,원재료성식품
열무 겉절이,생채·무침류,68.8,25.0,1129.0,1.74,4.78,1.6,0.26,1,음식
열무 된장국,국 및 탕류,152.5,20.0,338.0,0.48,2.09,2.1,0.51,3,음식
열무 비빔밥,밥류,600.0,86.5,112.0,0.61,16.86,2.4,0.82,2,음식
열무김치,김치류,100.0,36.0,583.0,0.68,5.87,2.39,0.38,1,음식
열무나물,나물·숙채류,90.0,34.0,460.0,0.91,4.65,2.9,1.15,9,음식
열무물김치,김치류,100.0,18.0,493.0,1.68,2.91,1.41,0.07,1,음식
열무얼갈이김치,김치류,50.0,35.0,680.0,0.91,5.22,2.15,0.66,1,음식
열쌍동가리,어패류 및 기타 수산물,,86.0,,0.1,0.1,18.3,0.9,1,원재료성식품
염교(락교),채소류,,88.0,421.0,18.72,25.55,0.96,0.6,2,원재료성식품
염소고기,육류,,181.0,45.0,0.0,0.0,21.9,10.31,3,원재료성식품
영·유아용 이유식,특수영양식품,180.0,79.0,9.0,0.43,14.0,3.33,0.7,3720,가공식품
영아용 조제식,특수영양식품,750.0,70.0,22.0,5.9,8.6,1.4,3.3,11,가공식품
영아자,채소류,,36.0,14.0,,7.8,2.5,0.2,3,원재료성식품
영양돌솥밥,밥류,339.1,119.0,25.0,0.66,25.29,2.43,0.44,5,음식
영지버섯,버섯류,,93.5,1.5,0.0,40.53,4.74,0.7,2,원재료성식품
오겹살구이,구이류,100.0,408.0,76.0,0.72,2.72,20.18,35.14,1,음식
오곡밥,밥류,263.0,161.0,175.0,0.22,33.57,4.4,0.67,4,음식
오디,과일류,,55.0,8.5,,13.0,1.7,0.35,2,원재료성식품
오레가노,조미료류,,265.0,25.0,4.09,68.92,9.0,4.28,1,원재료성식품
오렌지,과일류,,47.0,1.0,9.21,11.81,0.92,0.16,4,원재료성식품
오렴자(카람볼라),과일류,,30.0,1.0,,7.5,0.7,0.1,1,원재료성식품
오리 간장불고기,구이류,180.0,98.0,313.0,2.93,6.16,12.6,2.41,1,음식
오리감자죽,죽 및 스프류,302.0,97.0,121.0,0.28,15.11,3.7,2.14,1,음식
오리고기,육류,,259.5,76.5,0.0,0.0,24.87,17.78,4,원재료성식품
오리고기구이,구이류,200.0,293.0,708.0,0.0,4.89,24.06,19.7,1,음식
오리고기로스,구이류,42.7,169.0,510.0,0.01,0.78,29.7,4.37,4,음식
오리백숙,찌개 및 전골류,300.0,124.0,161.0,0.25,5.57,7.5,7.5,3,음식
오리볶음,볶음류,420.0,171.0,254.0,2.65,7.3,10.47,11.27,1,음식
오리불고기,구이류,200.0,105.5,223.0,4.3,8.21,9.41,2.71,4,음식
오리알,난류,,177.0,122.0,0.0,2.23,13.25,11.86,6,원재료성식품
오리죽,죽 및 스프류,400.0,155.0,62.0,0.0,19.95,7.5,4.99,1,음식
오리탕,찌개 및 전골류,237.0,104.0,212.0,1.19,7.73,6.68,6.56,5,음식
오므라이스,밥류,400.0,112.0,176.5,1.87,18.49,3.27,1.88,6,음식
오믈렛,전·적 및 부침류,140.0,88.0,222.0,0.72,2.46,6.3,5.82,3,음식
오미자,과일류,,221.5,2.5,,37.05,5.3,8.4,2,원재료성식품
오미자차,음료 및 차류,,44.0,1.0,9.14,10.56,0.03,0.0,9,음식
오분자기,어패류 및 기타 수산물,,95.0,,4.6,4.6,13.3,2.1,1,원재료성식품
오븐스파게티,면 및 만두류,700.0,147.0,213.0,2.23,16.77,5.98,3.49,7,음식
오이,채소류,,13.0,3.0,1.38,2.93,1.17,0.03,4,원재료성식품
오이 도라지 생채,생채·무침류,100.0,41.0,222.0,3.75,8.84,1.3,0.52,4,음식
오이 물김치,김치류,100.0,51.0,2268.0,4.21,8.73,2.9,1.3,1,음식
오이 미역냉국,국 및 탕류,270.0,13.0,338.0,1.84,2.91,0.7,0.21,1,음식
오이고추 된장무침,생채·무침류,50.0,32.0,313.0,1.46,5.18,1.4,0.91,4,음식
오이김치,김치류,70.0,39.0,1894.0,2.26,7.77,2.5,0.29,5,음식
오이나물,나물·숙채류,108.1,73.0,313.0,1.04,2.96,1.3,6.42,3,음식
오이냉국,국 및 탕류,134.4,7.0,328.0,0.31,1.32,0.57,0.18,5,음식
오이모듬무침,생채·무침류,70.0,34.0,305.0,3.85,6.89,1.4,0.58,1,음식
오이무침,생채·무침류,65.0,34.0,236.5,3.18,5.58,1.3,0.76,8,음식
오이부추무침,생채·무침류,50.0,26.0,206.0,2.62,5.68,0.9,0.35,1,음식
오이생채,생채·무침류,65.0,30.5,258.0,3.25,6.29,1.27,0.54,20,음식
오이소박이,김치류,100.0,37.0,454.0,3.1,6.66,1.93,0.5,3,음식
오이장아찌,장아찌·절임류,57.9,71.0,1991.0,4.03,7.71,1.9,3.83,3,음식
오이지,장아찌·절임류,75.0,25.0,2210.0,0.94,2.68,0.78,1.25,2,음식
오이지무침,생채·무침류,60.0,36.5,1349.0,2.46,4.38,0.98,1.22,6,음식
오징어 덮밥,밥류,900.0,91.0,137.0,1.76,14.49,5.1,1.25,5,음식
오징어국,국 및 탕류,300.0,24.0,229.0,0.49,1.53,3.6,0.39,5,음식
오징어류,어패류 및 기타 수산물,,95.0,306.0,0.2,0.77,18.51,1.3,64,원재료성식품
오징어무침,생채·무침류,82.5,72.5,201.5,4.79,7.64,8.7,1.26,10,음식
오징어미역초무침,생채·무침류,33.3,87.0,1133.0,0.65,5.24,15.0,1.72,1,음식
오징어볶음,볶음류,250.0,82.0,270.5,2.91,7.87,8.5,2.0,10,음식
오징어불고기,구이류,231.8,123.0,366.0,2.76,7.2,16.4,3.24,3,음식
오징어산적,전·적 및 부침류,80.0,127.0,596.0,1.14,4.5,21.72,2.47,1,음식
오징어순대,찜류,300.0,88.0,342.5,0.3,9.05,9.88,1.3,2,음식
오징어젓,젓갈류,10.0,60.0,2151.0,2.4,3.4,10.1,0.7,1,음식
오징어조림,조림류,151.8,63.5,290.0,1.75,5.78,8.25,0.8,4,음식
오징어찌개,찌개 및 전골류,336.4,27.0,216.5,0.82,2.45,3.45,0.33,4,음식
오징어찜,찜류,166.1,56.0,113.0,0.73,2.61,8.5,1.32,1,음식
오징어채무침,생채·무침류,82.5,188.0,712.0,6.07,16.54,18.9,4.16,6,음식
오징어채볶음,볶음류,100.0,163.0,477.0,2.35,6.56,16.1,5.78,5,음식
오징어채조림,조림류,50.0,240.0,1130.0,13.78,25.36,23.52,4.9,1,음식
오징어탕수,튀김류,94.4,158.0,248.0,3.88,13.06,9.35,7.56,4,음식
오징어튀김,튀김류,88.5,163.0,295.0,0.43,6.9,10.93,6.13,8,음식
오징어포조림,조림류,67.6,133.0,449.0,5.79,13.03,15.5,1.77,1,음식
오크라,채소류,,27.5,4.0,2.0,7.1,2.1,0.15,2,원재료성식품
옥돔구이,구이류,230.0,39.0,33.0,0.0,0.11,4.91,1.92,1,음식
옥수수,찜류,200.0,185.0,90.0,2.36,34.2,6.68,2.42,1,음식
옥수수 샐러드,곡류,,104.0,330.0,,22.4,3.2,0.2,1,원재료성식품
옥수수구이,구이류,80.0,144.0,179.0,3.76,14.5,2.92,8.21,2,음식
옥수수기름,유지류,,919.0,25.0,0.0,0.17,0.0,99.74,1,원재료성식품
옥수수기름(옥배유),식용유지류,1650.0,900.0,0.0,0.0,0.0,0.0,100.0,46,가공식품
옥수수묵,곡류,,55.0,28.0,,12.6,1.1,0.0,1,원재료성식품
옥수수밥,밥류,350.0,113.0,3.0,0.25,24.39,2.1,0.34,4,음식
옥수수부침,전·적 및 부침류,130.9,176.0,587.0,2.37,22.96,3.0,7.95,3,음식
옥수수샐러드,생채·무침류,112.4,130.0,240.0,4.09,12.49,1.4,8.31,7,음식
올갱이국,국 및 탕류,600.0,24.0,336.0,0.27,2.17,2.28,0.7,1,음식
올갱이국수,면 및 만두류,1500.0,38.0,258.0,1.24,7.44,0.75,0.55,1,음식
올갱이해장국,국 및 탕류,262.0,41.0,342.0,0.77,3.54,4.0,1.35,3,음식
올리브 피클,과일류,,129.0,1132.5,0.0,4.37,0.95,12.33,2,원재료성식품
올리브유,식용유지류,500.0,828.0,0.0,0.0,0.0,0.0,92.0,2559,가공식품
올스파이스,조미료류,,275.0,60.0,,54.2,24.2,2.7,1,원재료성식품
와플,빵 및 과자류,,281.0,187.0,14.91,40.0,3.82,1.8,199,음식
완두,두류,,148.0,2.5,0.0,23.92,10.47,1.2,4,원재료성식품
완두콩밥,밥류,250.0,114.0,1.0,0.16,24.47,2.2,0.33,4,음식
완자전,전·적 및 부침류,150.0,214.0,369.0,0.56,10.73,11.46,13.33,9,음식
완자조림,조림류,123.3,171.0,224.0,2.5,12.91,13.95,6.35,4,음식
왕우럭조개,어패류 및 기타 수산물,,101.0,,2.7,2.7,16.4,2.2,1,원재료성식품
왕우렁이,어패류 및 기타 수산물,,84.5,83.0,3.1,7.41,10.78,0.87,4,원재료성식품
요구르트(액상),유제품류 및 빙과류,,45.0,8.0,8.6,14.8,0.21,2.66,23,음식
요구르트(호상),유제품류 및 빙과류,,144.5,60.5,12.84,,3.78,,4,음식
용과,과일류,,45.0,1.0,,11.2,1.0,0.2,3,원재료성식품
우거지나물무침,나물·숙채류,150.0,86.0,515.0,1.0,5.8,3.0,5.67,1,음식
우동,면 및 만두류,785.0,65.0,260.0,0.23,11.54,1.92,0.85,12,음식
우동면,면류,250.0,163.0,700.0,1.72,34.0,4.1,1.06,609,가공식품
우동볶음,면 및 만두류,300.0,128.0,257.0,0.43,24.79,2.8,2.01,1,음식
우럭,어패류 및 기타 수산물,,99.0,,2.7,2.7,16.3,2.0,1,원재료성식품
우럭 매운탕,찌개 및 전골류,478.2,30.0,159.0,0.91,2.74,3.75,0.55,2,음식
우럭구이,구이류,100.0,111.0,703.0,0.0,0.45,13.5,5.67,3,음식
우럭튀김,튀김류,61.8,289.0,1919.0,0.02,19.21,24.7,12.12,1,음식
우럭회덮밥,밥류,750.0,67.0,64.0,1.55,11.47,3.49,0.77,1,음식
우롱차,음료 및 차류,,1.0,1.0,0.0,4.76,0.03,,15,음식
우뭇가사리류,해조류,,27.0,0.0,18.5,8.1,2.3,0.2,5,원재료성식품
우엉,채소류,,60.5,5.5,1.78,13.31,2.25,0.07,2,원재료성식품
우엉 양념구이,구이류,216.2,67.0,60.0,1.59,12.06,1.7,1.41,1,음식
우엉볶음,볶음류,72.2,112.5,321.0,1.93,11.46,2.9,6.4,4,음식
우엉조림,조림류,50.0,104.0,371.0,4.75,17.89,3.69,2.98,5,음식
우유,유제품류 및 빙과류,100.0,68.0,49.0,5.07,11.04,3.38,2.31,3,음식
우유(멸균),유가공품류,1000.0,63.0,40.0,4.7,4.7,3.2,3.5,34,가공식품
우유튀김,튀김류,,250.0,250.0,15.0,,3.0,,1,음식
우족국물,육류,,2.0,14.0,,0.0,0.3,0.1,1,원재료성식품
울금,채소류,,87.0,11.0,3.83,15.73,1.79,2.56,1,원재료성식품
울면,면 및 만두류,1010.0,79.0,219.0,0.41,13.44,4.02,0.85,2,음식
웅어,어패류 및 기타 수산물,,169.0,,0.0,0.0,15.9,10.8,1,원재료성식품
원두/원두분말,음료류,100.0,5.0,1.0,0.0,0.92,0.2,0.02,1491,가공식품
원재료성 수산가공품,수산가공식품류,300.0,70.0,380.0,0.0,0.1,14.0,0.8,1227,가공식품
원추리,채소류,,31.5,1.0,2.15,5.79,3.38,0.32,2,원재료성식품
월계수,조미료류,,313.0,23.0,,74.97,7.61,8.36,1,원재료성식품
월남쌈,면 및 만두류,656.5,117.0,242.0,6.5,13.81,6.58,5.15,4,음식
웨이퍼,빵 및 과자류,,528.0,85.0,36.0,55.0,7.0,31.0,1,음식
위스키,주류,,284.0,1.0,0.02,0.07,0.03,0.0,1,가공식품
유과,빵 및 과자류,30.0,424.0,23.0,24.15,74.23,2.81,12.83,1,음식
유당분해우유,유가공품류,900.0,65.0,50.0,4.6,5.0,3.15,3.6,77,가공식품
유부,두부류 또는 묵류,397.5,209.0,455.0,10.46,17.0,10.2,10.97,205,가공식품
유부 된장국,국 및 탕류,277.2,72.5,324.0,0.65,2.71,4.8,4.65,2,음식
유부 초밥,밥류,298.4,199.0,134.0,2.2,27.04,5.8,6.92,3,음식
유부국,국 및 탕류,190.0,17.0,162.0,0.2,1.13,1.08,1.02,1,음식
유부조림,조림류,100.0,254.0,243.0,3.23,7.95,13.7,18.34,1,음식
유산균음료,음료류,190.0,46.0,28.5,7.37,9.48,0.2,0.0,330,가공식품
유산슬,볶음류,220.0,71.0,211.0,0.59,4.1,7.54,2.23,3,음식
유자,과일류,,49.0,3.0,4.1,12.54,0.93,0.09,3,원재료성식품
유자차,음료 및 차류,,47.5,8.0,10.38,11.19,0.02,0.0,54,음식
유채,채소류,,30.0,12.0,0.59,4.98,4.1,0.4,7,원재료성식품
유채김치,김치류,100.0,62.0,926.0,,10.1,3.5,0.8,1,음식
유채나물,나물·숙채류,85.0,36.0,472.0,0.71,4.89,3.7,1.07,8,음식
유채무침,생채·무침류,79.2,60.0,227.0,6.2,12.47,3.4,0.67,4,음식
유채물김치,김치류,100.0,17.0,452.0,,3.0,1.0,0.1,1,음식
유채씨기름,유지류,,920.0,1.0,0.0,0.1,0.02,99.85,1,원재료성식품
유채씨유/카놀라유,식용유지류,900.0,900.0,0.0,0.0,0.0,0.0,100.0,150,가공식품
유크림,유가공품류,1000.0,337.0,30.0,3.0,3.1,2.0,35.1,66,가공식품
유함유가공품,유가공품류,330.0,267.0,115.0,6.5,13.0,7.27,8.0,171,가공식품
육개장,국 및 탕류,320.0,39.0,167.0,0.54,1.83,3.3,1.33,15,음식
육두구,조미료류,,302.0,7.0,0.0,68.57,9.66,4.01,1,원재료성식품
육수,즉석식품류,500.0,25.0,291.0,0.46,2.0,1.8,0.5,113,가공식품
육포,식육가공품 및 포장육,75.0,321.5,1133.0,13.0,22.0,38.0,7.71,490,가공식품
육회,수·조·어·육류,225.0,144.0,331.0,7.54,10.64,9.71,7.04,2,음식
육회비빔밥,밥류,700.0,115.0,77.0,0.71,17.66,3.9,2.88,1,음식
율무,곡류,,274.5,3.0,0.15,50.42,11.25,2.78,2,원재료성식품
율무느타리버섯,버섯류,,21.0,3.0,,6.4,3.6,0.3,1,원재료성식품
율무밥,밥류,270.0,118.0,2.0,0.01,25.56,2.21,0.17,4,음식
율무죽,죽 및 스프류,100.0,77.0,1.0,0.1,13.75,3.26,0.98,1,음식
율무차,음료 및 차류,100.0,62.0,51.0,7.33,12.25,0.9,1.23,3,음식
으깬감자,감자 및 전분류,,83.0,302.0,1.48,17.57,1.91,0.57,1,원재료성식품
으름,과일류,,158.0,,,11.9,2.0,12.9,1,원재료성식품
은대구구이,구이류,100.0,137.0,762.0,0.0,0.03,9.2,10.5,1,음식
은어,어패류 및 기타 수산물,,179.0,95.0,0.2,0.4,16.7,10.1,9,원재료성식품
은행,견과 및 종실류,,203.0,1.0,2.95,42.78,4.69,1.86,3,원재료성식품
인삼,기타,,90.0,11.0,8.2,18.85,4.12,0.69,5,원재료성식품
인삼/홍삼음료,음료류,300.0,50.0,6.0,7.85,12.0,0.12,0.0,914,가공식품
