name,category,serving_size_g,calories,sodium_mg,sugar_g,carbs_g,protein_g,fat_g,sample_count,source_dataset
가공우유,유가공품류,225.0,73.0,48.0,9.47,10.8,2.46,2.33,846,가공식품
가공우유(멸균),유가공품류,200.0,69.0,50.0,9.57,11.0,2.25,2.24,28,가공식품
가라지류,어패류 및 기타 수산물,,78.0,,0.69,0.69,14.81,1.3,1,원재료성식품
가래떡,빵 및 과자류,100.0,205.0,241.0,0.03,46.11,3.92,0.51,3,음식
가리비류,어패류 및 기타 수산물,,81.0,410.5,0.81,1.56,14.5,1.01,17,원재료성식품
가무락조개,어패류 및 기타 수산물,,69.0,528.0,2.77,2.98,11.16,1.03,2,원재료성식품
가물치,어패류 및 기타 수산물,,93.0,28.0,0.3,0.6,18.23,1.44,2,원재료성식품
가시망둑,어패류 및 기타 수산물,,101.0,,0.0,0.0,22.4,0.7,1,원재료성식품
가시오가피,채소류,,69.5,1.0,2.27,13.93,5.46,0.77,2,원재료성식품
가오리류,어패류 및 기타 수산물,,97.0,,0.0,0.0,21.6,0.6,5,원재료성식품
가오리찜,찜류,400.0,65.5,139.0,0.38,1.99,12.34,1.11,2,음식
가오리콩나물찜,찜류,600.0,29.0,111.0,0.69,3.5,2.68,0.84,1,음식
가오리회무침,생채·무침류,270.0,47.0,164.0,3.54,6.47,4.7,0.47,2,음식
가자미 매운탕,찌개 및 전골류,550.0,31.0,121.5,0.37,1.45,4.45,0.81,2,음식
가자미구이,구이류,145.0,138.5,303.0,0.01,1.01,16.7,6.44,6,음식
가자미류,어패류 및 기타 수산물,,90.0,118.0,0.21,0.2,18.07,1.1,129,원재료성식품
가자미식해,젓갈류,250.0,134.0,685.0,3.71,11.64,11.09,4.81,1,음식
가자미조림,조림류,188.8,99.0,564.0,2.53,7.0,12.37,2.52,5,음식
가자미찜,찜류,170.8,77.5,344.5,0.77,2.73,11.75,1.95,2,음식
가자미튀김,튀김류,78.5,159.5,486.5,0.01,4.21,12.9,9.45,4,음식
가재류,어패류 및 기타 수산물,,85.0,246.0,0.3,0.6,15.97,0.95,9,원재료성식품
가죽나물무침,생채·무침류,80.0,76.0,276.0,3.81,10.05,5.83,1.35,1,음식
가지,채소류,,20.5,7.0,2.32,4.8,1.26,0.1,4,원재료성식품
가지김치,김치류,100.0,36.0,1592.0,2.45,6.22,2.1,0.77,1,음식
가지나물,나물·숙채류,50.0,34.0,228.0,1.89,4.18,1.24,1.5,5,음식
가지냉국,국 및 탕류,160.0,19.0,654.0,1.4,3.42,1.1,0.39,1,음식
가지볶음,볶음류,60.0,35.0,169.0,1.65,3.36,0.91,1.94,3,음식
가지전,전·적 및 부침류,200.0,114.0,337.0,0.84,8.88,3.2,6.13,5,음식
가지찜,찜류,77.2,120.0,401.5,2.64,10.23,5.6,6.26,2,음식
가지탕수,튀김류,195.4,154.0,236.0,4.19,21.21,2.2,6.5,3,음식
각시수랑,어패류 및 기타 수산물,,70.0,,0.92,0.92,15.0,0.3,1,원재료성식품
간자장,면 및 만두류,725.0,139.0,399.0,2.16,21.67,5.25,3.29,4,음식
간장,장류,840.0,60.0,6010.0,2.38,8.0,7.0,0.0,817,가공식품
간재미회무침,생채·무침류,270.0,47.0,164.0,3.57,6.47,4.73,0.47,1,음식
갈래곰보,해조류,,12.0,,4.3,4.6,0.9,0.2,1,원재료성식품
갈매기살구이,구이류,100.0,312.0,124.0,0.0,0.28,26.98,22.6,1,음식
갈비구이,구이류,150.0,309.0,402.0,4.63,7.13,20.03,21.81,5,음식
갈비찜,찜류,300.0,172.0,301.0,1.73,6.95,19.94,6.57,3,음식
갈비탕,국 및 탕류,521.4,51.5,100.0,0.15,2.29,3.45,2.79,6,음식
갈색 거저리,기타,,366.0,51.5,1.46,7.62,37.29,20.71,2,원재료성식품
갈치구이,구이류,125.0,127.5,326.0,0.0,3.05,9.82,7.34,10,음식
갈치류,어패류 및 기타 수산물,,125.0,81.0,0.0,0.0,18.63,4.54,71,원재료성식품
갈치젓,젓갈류,90.0,149.0,5023.0,4.91,10.28,15.53,5.08,1,음식
갈치조림,조림류,95.0,76.0,297.0,1.78,4.67,7.1,3.09,3,음식
갈치찌개,찌개 및 전골류,341.9,39.0,223.5,0.8,2.4,4.01,1.56,4,음식
갈치튀김,튀김류,100.0,78.0,172.0,0.0,1.85,4.6,5.47,2,음식
감,과일류,,62.0,1.0,11.73,16.6,0.42,0.1,10,원재료성식품
감말랭이,과일류,,236.0,2.0,29.46,63.57,1.83,0.12,3,원재료성식품
감바스,볶음류,641.0,303.0,497.0,1.46,18.56,8.41,22.52,3,음식
감잎차,차류,,0.0,0.0,0.0,0.0,0.02,0.03,1,원재료성식품
감자,찜류,200.0,70.0,3.0,0.86,15.01,2.16,0.16,1,음식
감자 된장국,국 및 탕류,256.7,27.0,211.5,0.33,3.66,1.9,0.55,4,음식
감자 소고기찌개,찌개 및 전골류,204.0,52.0,299.0,0.68,4.05,3.4,2.45,3,음식
감자 호박된장국,국 및 탕류,320.0,25.0,377.0,0.55,3.51,2.1,0.43,1,음식
감자구이,구이류,109.0,102.0,49.0,0.55,15.31,1.95,4.07,4,음식
감자국,국 및 탕류,240.0,22.0,216.5,0.24,4.09,1.34,0.18,8,음식
감자그라탕,구이류,47.6,140.0,375.0,2.66,13.03,4.1,7.78,5,음식
감자밥,밥류,261.5,130.0,2.0,0.01,28.45,2.4,0.14,1,음식
감자범벅,"곡류, 서류 제품",112.3,95.0,600.0,4.44,21.91,2.3,0.05,3,음식
감자볶음,볶음류,101.3,88.0,208.0,0.88,11.81,1.9,3.08,31,음식
감자빵,빵 및 과자류,,247.0,325.5,5.28,41.7,3.13,8.58,10,음식
감자샐러드,생채·무침류,80.0,161.0,308.0,3.11,15.59,2.7,9.97,6,음식
감자샐러드 샌드위치,빵 및 과자류,380.0,108.0,217.0,2.27,13.39,3.1,4.73,3,음식
감자스프,죽 및 스프류,200.0,86.0,20.0,2.35,8.13,2.9,4.45,3,음식
감자연근튀김,튀김류,155.9,149.0,405.0,0.38,22.74,3.8,4.31,1,음식
감자전,전·적 및 부침류,200.0,93.0,69.0,0.11,13.75,1.72,3.24,5,음식
감자조림,조림류,80.0,92.0,282.0,2.25,15.95,1.8,2.49,5,음식
감자탕,찌개 및 전골류,420.0,65.0,172.0,0.42,3.37,4.59,3.34,5,음식
감자튀김,튀김류,175.7,231.0,376.0,0.33,18.83,3.21,4.78,23,음식
감펭류,어패류 및 기타 수산물,,108.0,,0.17,0.17,18.92,3.9,5,원재료성식품
갑오징어류,어패류 및 기타 수산물,,81.5,,0.23,0.22,17.09,0.7,6,원재료성식품
갑오징어무침,생채·무침류,100.0,50.0,225.0,3.06,5.89,5.31,0.74,1,음식
갓,채소류,,21.0,7.5,0.74,3.39,2.42,0.33,4,원재료성식품
갓김치,김치류,100.0,37.0,720.0,2.46,7.07,3.26,0.4,1,음식
강낭콩,두류,,171.0,2.5,0.0,32.14,9.57,0.92,4,원재료성식품
강낭콩밥,밥류,300.0,111.5,1.5,0.08,24.1,2.25,0.24,4,음식
강냉이/팝콘,과자류·빵류 또는 떡류,80.0,419.0,113.0,7.84,76.67,6.64,11.0,1158,가공식품
강달이류,어패류 및 기타 수산물,,105.5,,0.1,0.05,14.45,4.45,4,원재료성식품
강준치,어패류 및 기타 수산물,,90.0,,0.2,0.2,18.7,1.1,1,원재료성식품
강화우유,유가공품류,900.0,65.0,50.0,5.0,5.0,3.0,3.61,67,가공식품
개고기 수육,찜류,200.0,226.0,54.0,0.1,3.1,15.8,17.15,1,음식
개고기무침,생채·무침류,620.0,121.0,111.0,0.9,3.76,7.63,8.82,1,음식
개고기전골,찌개 및 전골류,630.0,74.0,109.0,0.53,2.35,5.56,5.03,1,음식
개량조개,어패류 및 기타 수산물,,169.0,,4.05,4.05,33.1,1.35,2,원재료성식품
개불류,어패류 및 기타 수산물,,53.0,,1.6,1.6,10.5,0.2,1,원재료성식품
개암(헤이즐넛),견과 및 종실류,,637.0,0.0,4.62,17.15,14.99,61.58,2,원재료성식품
개조개,어패류 및 기타 수산물,,84.5,248.0,3.04,5.28,12.53,1.06,2,원재료성식품
개피떡(바람떡),빵 및 과자류,100.0,206.0,286.0,7.62,44.3,5.32,0.81,1,음식
갯가재류,어패류 및 기타 수산물,,94.0,310.0,0.8,0.78,16.03,1.85,4,원재료성식품
갯강구,어패류 및 기타 수산물,,295.0,,,15.44,45.95,4.2,1,원재료성식품
갯기름나물,채소류,,48.0,4.0,0.0,9.53,3.79,0.54,10,원재료성식품
거위 부산물,육류,,133.0,140.0,,6.32,16.37,4.28,1,원재료성식품
거위고기,육류,,199.5,81.5,,0.0,25.86,9.9,2,원재료성식품
거위알,난류,,190.0,45.0,,0.9,12.95,13.85,2,원재료성식품
건갈치조림,조림류,74.6,96.0,1051.0,1.9,3.68,11.2,3.68,1,음식
건꼴뚜기조림,조림류,31.1,288.0,1038.0,1.55,10.14,29.4,13.55,1,음식
건새우 미역국,국 및 탕류,273.6,27.0,364.0,0.0,0.93,3.8,1.04,4,음식
건새우볶음,볶음류,67.5,137.0,1004.5,1.98,5.55,13.11,5.38,8,음식
건조과일(건과류),농산가공식품류,100.0,350.5,6.0,44.2,80.0,3.37,0.34,114,가공식품
건포도빵,빵 및 과자류,,310.0,353.0,9.33,,7.53,,3,음식
검은비늘버섯,버섯류,,95.0,3.0,,33.3,10.95,1.4,2,원재료성식품
검정콩밥,밥류,250.0,128.5,1.0,0.29,26.38,3.2,0.66,6,음식
겉절이,생채·무침류,100.0,57.0,379.5,2.62,5.32,2.32,3.17,4,음식
게걸무,채소류,,41.0,21.0,,8.9,2.5,0.15,2,원재료성식품
게국지,국 및 탕류,1100.0,38.0,368.0,0.98,2.88,4.08,1.1,1,음식
게류,어패류 및 기타 수산물,,81.0,395.0,0.5,0.7,13.32,2.34,74,원재료성식품
게르치류,어패류 및 기타 수산물,,134.5,80.0,0.0,0.0,20.18,5.27,4,원재료성식품
게맛살튀김,튀김류,167.4,213.0,440.0,1.57,26.31,6.1,8.61,2,음식
게살죽,죽 및 스프류,800.0,71.0,182.0,0.02,13.42,2.24,0.89,1,음식
게장,젓갈류,100.0,99.5,758.5,3.93,6.27,12.25,2.8,2,음식
게조림,조림류,466.0,57.0,410.0,0.39,0.9,11.55,0.49,2,음식
겨자,채소류,,24.0,36.0,0.0,4.19,3.54,0.27,3,원재료성식품
겨자채,생채·무침류,112.3,124.0,323.0,2.48,4.14,6.35,8.82,4,음식
견과,"두류, 견과 및 종실류",,550.0,5.0,17.5,37.5,17.5,37.5,1,음식
견과류,농산가공식품류,100.0,583.0,13.0,8.11,30.5,17.26,42.86,2136,가공식품
견과류 가공품,농산가공식품류,200.0,581.0,23.0,9.0,32.5,18.0,42.0,783,가공식품
결명자차,차류,,195.5,2.5,0.0,33.52,9.9,2.45,2,원재료성식품
경단,빵 및 과자류,100.0,277.0,194.0,20.55,62.56,4.27,1.17,4,음식
경수채,채소류,,26.0,40.0,2.1,5.57,1.68,0.24,1,원재료성식품
계란 덮밥,밥류,335.4,152.0,106.0,0.61,21.33,4.7,4.85,3,음식
계란덮밥,밥류,100.0,143.0,223.0,3.07,25.14,4.31,2.82,1,음식
계란빵,빵 및 과자류,150.0,198.0,209.0,4.02,27.2,6.0,1.99,6,음식
계피,조미료류,,349.0,18.0,1.93,80.93,3.63,1.15,1,원재료성식품
계피차,차류,,357.0,5.0,,89.0,0.0,1.4,1,원재료성식품
고구마,"곡류, 서류 제품",150.0,135.5,44.5,17.38,31.32,2.06,0.18,2,음식
고구마깻잎튀김,튀김류,149.7,169.0,354.0,4.94,29.95,2.6,4.0,1,음식
고구마맛탕,튀김류,152.0,160.0,10.0,11.22,31.45,0.75,4.0,5,음식
고구마밥,밥류,216.0,139.0,2.0,1.6,30.44,2.3,0.35,3,음식
고구마전,전·적 및 부침류,140.0,227.0,87.0,14.26,35.99,2.92,7.98,1,음식
고구마조림,조림류,89.4,167.0,839.0,11.06,38.6,2.5,0.59,3,음식
고구마줄기나물,나물·숙채류,60.0,39.0,158.0,0.39,3.93,1.2,2.09,13,음식
고구마튀김,튀김류,100.0,193.0,17.0,5.96,31.33,2.7,6.86,5,음식
고기만두,면 및 만두류,265.2,102.0,167.5,0.11,13.86,6.0,1.99,4,음식
고둥류,어패류 및 기타 수산물,,110.0,261.5,3.2,4.3,17.21,1.17,44,원재료성식품
고들빼기,채소류,,34.0,45.5,,7.0,2.05,0.45,2,원재료성식품
고들빼기김치,김치류,50.0,71.0,894.0,4.4,12.58,3.0,1.22,3,음식
고등어,수산가공식품류,170.0,220.0,267.0,0.0,1.43,18.8,15.0,215,가공식품
고등어구이,구이류,90.0,186.0,235.0,0.0,3.9,13.04,11.84,12,음식
고등어류,어패류 및 기타 수산물,,183.0,328.0,0.0,0.1,20.11,9.86,31,원재료성식품
고등어조림,조림류,95.0,94.0,310.0,2.14,5.02,8.4,4.27,13,음식
고등어찌개,찌개 및 전골류,451.8,38.0,193.0,0.9,2.02,3.5,1.69,3,음식
고등어찜,찜류,191.0,92.0,159.0,1.02,3.21,8.6,4.88,2,음식
고등어튀김,튀김류,100.0,126.0,262.0,0.08,2.29,6.2,9.68,3,음식
고디국(다슬기맑은국),국 및 탕류,300.0,17.0,96.0,0.23,1.58,1.4,0.71,3,음식
고래고기,육류,,111.0,78.0,0.0,0.0,26.5,0.5,1,원재료성식품
고량주,주류,,355.0,1.0,0.0,0.0,0.0,0.0,1,가공식품
고려엉겅퀴(곤드레),채소류,,40.0,0.0,0.17,6.32,3.8,1.38,3,원재료성식품
고령자용 영양조제식품,특수영양식품,400.0,397.5,212.0,19.0,33.33,15.0,10.0,6,가공식품
고로쇠나무,기타,,5.0,0.0,1.08,1.44,0.0,0.02,1,원재료성식품
고리매,해조류,,14.0,,,4.65,1.35,0.25,1,원재료성식품
고비,채소류,,28.0,4.0,1.04,6.41,1.72,0.16,5,원재료성식품
고사리,채소류,,141.5,8.5,0.2,29.0,14.35,0.42,4,원재료성식품
고사리나물,나물·숙채류,79.7,43.0,522.0,0.26,2.83,2.15,3.31,4,음식
고사리나물무침,나물·숙채류,50.0,90.0,441.0,0.5,6.28,3.78,5.52,1,음식
고수(향채),채소류,,33.0,5.0,,5.6,4.6,0.2,1,원재료성식품
고추,채소류,,29.0,2.0,1.8,6.42,1.71,0.2,13,원재료성식품
고추냉이,채소류,,103.0,15.0,15.79,23.7,2.9,0.5,3,원재료성식품
고추씨기름,식용유지류,180.0,894.5,0.0,0.0,0.01,0.0,99.0,10,가공식품
고추잡채,볶음류,400.0,80.0,179.5,1.79,4.68,5.48,3.96,4,음식
고추장,장류,320.0,224.0,2408.0,23.0,46.0,5.8,2.0,590,가공식품
고추장볶음,볶음류,24.5,376.0,1604.0,14.39,34.64,9.1,24.52,3,음식
고추장아찌,장아찌·절임류,100.0,124.0,2026.0,11.38,31.49,2.39,0.63,1,음식
고추장아찌 무침,생채·무침류,37.6,62.0,697.0,4.8,13.91,1.5,0.9,1,음식
고추장찌개,찌개 및 전골류,285.0,52.5,182.5,1.31,5.56,4.22,1.7,2,음식
고추전,전·적 및 부침류,127.3,208.5,143.0,1.16,13.53,10.3,13.02,2,음식
고추조림,조림류,80.0,40.0,412.0,1.12,6.89,3.1,0.8,5,음식
고추튀김,튀김류,65.5,210.0,263.5,0.84,24.15,5.9,9.24,4,음식
고춧가루,조미식품,1000.0,395.0,19.0,10.5,54.9,15.0,14.0,93,가공식품
고춧가루 양념장,"장류, 양념류",115.0,140.0,1416.0,1.95,14.39,5.9,7.19,4,음식
고춧잎,채소류,,48.0,4.0,0.0,8.7,5.12,0.8,4,원재료성식품
고춧잎나물,나물·숙채류,47.3,71.0,289.5,0.42,9.82,5.35,2.83,4,음식
고춧잎나물무침,나물·숙채류,90.0,88.0,797.0,1.51,7.14,4.41,4.69,1,음식
고형차,음료류,160.0,380.0,160.0,12.62,81.0,1.82,0.84,720,가공식품
곡물빵,과자류·빵류 또는 떡류,320.0,260.0,337.0,3.45,46.09,8.7,4.34,530,가공식품
곤달비,채소류,,30.5,2.5,0.81,5.23,2.78,0.58,2,원재료성식품
곤드레나물밥,밥류,350.0,149.0,26.0,0.0,28.26,2.94,2.71,1,음식
곤드레밥,밥류,500.0,124.0,9.0,0.15,26.8,2.2,0.94,5,음식
곤약(구약나물),감자 및 전분류,,7.0,2.0,0.0,3.38,0.1,0.01,4,원재료성식품
곤약무침,생채·무침류,75.0,83.0,119.0,1.12,3.62,0.7,7.7,1,음식
곤약조림,조림류,109.3,37.0,285.5,1.77,6.18,0.95,1.73,4,음식
곤충가공식품,동물성가공식품류,500.0,201.0,52.0,0.0,5.0,22.7,10.2,15,가공식품
골든세이지,조미료류,,385.0,60.0,,73.6,1.6,9.3,1,원재료성식품
골뱅이,수산가공식품류,350.0,77.5,530.0,5.0,7.0,10.75,0.33,38,가공식품
골뱅이무침,생채·무침류,100.0,102.0,386.0,5.81,10.29,5.98,1.18,9,음식
곰취,채소류,,169.0,1.5,0.45,37.54,3.93,2.64,4,원재료성식품
곰치국,국 및 탕류,1000.0,42.0,380.0,0.28,2.39,5.43,1.18,1,음식
곰탕,국 및 탕류,300.0,61.0,225.0,0.31,6.03,3.43,1.65,7,음식
곱창구이,구이류,150.0,184.0,1315.0,1.11,4.71,14.89,11.73,1,음식
곱창볶음,볶음류,150.0,182.0,520.0,3.67,16.33,9.7,10.37,3,음식
곱창전골,찌개 및 전골류,947.5,81.5,308.5,0.93,6.62,4.87,3.68,4,음식
공심채,채소류,,17.5,21.0,0.5,3.6,2.2,0.1,2,원재료성식품
곶감,과일류,,219.0,1.0,27.0,58.93,1.76,0.07,1,원재료성식품
과·채당절임,절임류 또는 조림류,200.0,321.5,12.0,44.0,75.6,1.0,0.13,544,가공식품
과·채음료,음료류,240.0,50.0,9.0,10.14,12.0,0.0,0.0,3146,가공식품
과·채주스,음료류,210.0,45.0,5.0,8.9,10.72,0.35,0.0,6501,가공식품
과ㆍ채주스,음료 및 차류,100.0,40.0,3.5,7.61,8.51,0.28,0.03,228,음식
과실주,주류,500.0,53.5,20.5,0.0,0.75,0.06,0.0,6,가공식품
과일,과일류,,43.0,18.0,7.07,,0.47,,1,음식
과일가공품,농산가공식품류,270.0,90.0,5.0,14.0,19.47,0.8,0.1,2591,가공식품
과일샐러드,생채·무침류,122.8,88.5,37.0,7.09,9.52,0.52,5.58,4,음식
광어 매운탕,찌개 및 전골류,600.0,62.5,54.5,0.69,2.77,8.95,1.74,2,음식
괴도라치,어패류 및 기타 수산물,,74.0,,0.02,0.02,17.2,0.1,1,원재료성식품
구기자,채소류,,56.0,2.0,0.78,7.77,6.27,1.57,3,원재료성식품
구기자차,차류,,192.5,81.0,0.02,28.67,7.3,5.35,2,원재료성식품
구아바,과일류,,33.0,3.0,3.5,9.9,0.6,0.1,1,원재료성식품
구절초차,차류,,345.0,46.0,,72.1,11.1,1.3,1,원재료성식품
구즈베리,과일류,,51.0,1.0,10.9,13.2,1.0,0.1,1,원재료성식품
국/탕류,즉석식품류,500.0,40.0,305.0,0.44,2.5,3.28,1.5,4761,가공식품
국밥,밥류,800.0,75.0,181.0,0.05,10.38,3.45,2.28,7,음식
국수,면 및 만두류,697.7,59.0,326.0,0.94,10.98,2.2,0.99,13,음식
국수전골,찌개 및 전골류,457.7,88.0,298.0,1.09,14.56,3.4,1.83,1,음식
국화꽃,채소류,,25.0,2.0,,6.5,1.4,0.0,3,원재료성식품
국화차,차류,,179.0,27.0,0.0,34.97,7.25,1.15,2,원재료성식품
군만두,면 및 만두류,257.3,219.0,237.0,0.44,25.22,8.5,9.25,4,음식
군소류,어패류 및 기타 수산물,,40.0,378.5,0.5,0.5,7.3,0.83,7,원재료성식품
군평선이,어패류 및 기타 수산물,,103.0,,0.2,0.2,18.5,2.6,1,원재료성식품
굴 국밥,밥류,809.0,63.0,144.0,0.46,12.79,1.6,0.32,1,음식
굴 두부찌개,찌개 및 전골류,326.7,21.0,98.0,0.44,1.48,2.2,0.66,1,음식
굴 미역국,국 및 탕류,280.0,16.0,382.0,0.12,1.9,1.9,0.47,2,음식
굴국,국 및 탕류,320.0,18.5,233.0,0.14,0.98,2.0,0.65,4,음식
굴류,어패류 및 기타 수산물,,92.0,378.0,2.3,5.18,9.32,2.23,16,원재료성식품
굴무침,생채·무침류,50.0,41.0,310.0,1.64,4.46,3.3,1.23,3,음식
굴밥,밥류,500.0,122.0,126.0,0.66,21.44,4.3,1.95,1,음식
굴비구이,구이류,52.5,524.0,549.0,0.0,0.6,59.2,29.72,3,음식
굴전,전·적 및 부침류,100.0,195.0,326.0,1.02,13.98,10.6,10.5,3,음식
굴죽,죽 및 스프류,259.0,107.0,196.0,0.19,16.76,2.4,2.99,1,음식
굴찜,찜류,98.9,142.0,923.0,7.17,15.7,11.3,4.04,1,음식
귀뚜라미,기타,,130.0,121.0,0.0,3.39,22.45,0.0,1,원재료성식품
귀리,곡류,,387.0,2.5,0.91,67.63,11.14,8.81,4,원재료성식품
귀리밥,밥류,100.0,162.0,0.0,0.09,34.54,3.9,0.87,1,음식
귤,과일류,,40.0,1.0,8.38,10.3,0.55,0.11,15,원재료성식품
귤 주스,과일류,,39.0,13.0,,10.4,0.2,0.1,1,원재료성식품
귤차,음료 및 차류,,42.0,1.0,9.18,11.04,0.08,0.09,25,음식
그라탕,구이류,,387.0,394.0,5.56,,14.19,,3,음식
근대,채소류,,19.0,155.5,0.0,3.62,1.79,0.2,2,원재료성식품
근대 된장국,국 및 탕류,250.0,12.0,216.0,0.33,1.69,0.9,0.32,4,음식
근대나물,나물·숙채류,73.0,53.0,592.0,0.48,5.45,2.5,2.86,4,음식
금귤,과일류,,73.0,5.0,11.77,18.77,1.19,0.13,1,원재료성식품
기러기알,난류,,202.5,140.5,,3.2,12.7,14.4,2,원재료성식품
기름장,"장류, 양념류",10.0,640.0,7518.0,0.01,0.92,0.2,69.06,1,음식
기름종개류,어패류 및 기타 수산물,,115.0,91.0,0.35,0.2,17.08,5.34,7,원재료성식품
기스면,면 및 만두류,1000.0,61.0,276.0,0.05,8.98,3.78,1.07,1,음식
기장,곡류,,371.0,6.0,0.61,69.65,13.63,3.77,5,원재료성식품
기장밥,밥류,252.5,120.0,1.0,0.08,25.87,2.3,0.36,8,음식
기타 농산가공품,농산가공식품류,150.0,376.0,13.0,1.18,72.22,8.0,2.0,4900,가공식품
기타 두부 가공품,두부류 또는 묵류,350.0,210.5,170.0,0.8,12.11,12.5,11.0,174,가공식품
기타 라면,면류,110.0,445.0,409.0,0.94,68.0,8.18,15.0,33,가공식품
기타 묵 가공품,두부류 또는 묵류,180.0,25.0,220.0,0.0,4.41,0.44,0.63,115,가공식품
기타 빵,과자류·빵류 또는 떡류,130.0,322.0,247.0,14.0,45.34,6.6,13.0,9810,가공식품
기타 사탕,과자류·빵류 또는 떡류,60.0,368.0,29.0,22.47,82.0,0.8,0.25,1905,가공식품
기타 소스류,조미식품,350.0,156.0,1147.0,11.32,22.04,2.6,1.8,9762,가공식품
기타 수산가공품,수산가공식품류,300.0,133.0,437.0,1.01,9.86,11.2,2.2,3909,가공식품
기타 시리얼,즉석식품류,55.0,420.0,60.0,12.0,68.0,11.0,12.6,11,가공식품
기타 식용유지,식용유지류,45.0,894.5,0.0,0.0,0.03,0.0,98.78,140,가공식품
기타 식육가공품,식육가공품 및 포장육,600.0,149.0,337.0,1.0,7.0,10.0,5.17,4277,가공식품
기타 음료,즉석식품류,110.0,399.0,181.5,10.0,47.0,14.0,5.3,26,가공식품
기타 조림,절임류 또는 조림류,240.0,157.0,486.0,6.0,16.2,6.0,3.8,2148,가공식품
기타 즉석식품,즉석식품류,180.0,131.0,250.5,3.7,14.0,5.06,3.7,1361,가공식품
기타 코코아가공품,코코아가공품류 또는 초콜릿류,300.0,425.0,106.0,50.0,58.0,4.6,14.4,627,가공식품
기타가공품,기타식품류,100.0,366.0,150.0,5.0,43.61,8.32,3.17,2718,가공식품
기타김치,절임류 또는 조림류,100.0,37.0,600.0,2.4,6.41,1.99,0.4,869,가공식품
기타면,면류,250.0,253.0,445.0,1.96,54.66,6.0,1.2,565,가공식품
기타빵,빵 및 과자류,,288.5,276.5,13.66,45.8,6.16,13.05,38,음식
기타음료,음료 및 차류,,50.0,13.5,8.75,7.31,0.36,1.89,32,음식
기타차,음료 및 차류,,32.0,2.0,7.05,8.95,0.03,0.01,187,음식
기피편,빵 및 과자류,100.0,220.0,281.0,2.08,48.99,5.45,0.25,1,음식
김,수산가공식품류,25.0,533.0,1115.5,0.0,27.44,22.5,37.28,1772,가공식품
김구이,구이류,5.0,470.0,4011.0,0.2,29.0,20.4,30.2,1,음식
김국,국 및 탕류,267.2,13.5,116.5,0.26,2.3,0.9,0.27,2,음식
김류,해조류,,172.5,697.0,20.15,40.6,36.47,0.68,16,원재료성식품
김말이튀김,튀김류,100.0,132.0,183.0,0.02,19.56,1.1,5.42,6,음식
김무침,생채·무침류,30.0,259.0,1011.0,5.73,19.33,21.17,10.73,1,음식
김밥,밥류,400.0,128.0,234.0,0.65,19.17,4.6,3.65,35,음식
김부각,튀김류,19.0,415.0,342.0,0.81,55.06,14.9,18.8,3,음식
김자반,수산가공식품류,60.0,574.0,1003.0,6.0,31.49,13.41,42.86,484,가공식품
김치 고기만두,면 및 만두류,82.0,294.0,552.0,1.44,42.38,16.2,5.26,3,음식
김치 돼지고기볶음,볶음류,50.0,113.0,294.0,2.27,4.26,8.1,6.61,3,음식
김치 된장국,국 및 탕류,280.0,15.0,239.0,0.71,1.97,1.1,0.38,2,음식
김치 볶음밥,밥류,320.0,145.0,415.5,1.01,21.49,5.83,2.79,4,음식
김치 청국장찌개,찌개 및 전골류,275.0,29.5,194.0,0.74,3.12,2.6,0.81,2,음식
김치 콩나물국,국 및 탕류,252.6,10.0,219.5,0.37,1.28,1.1,0.21,4,음식
김치국,국 및 탕류,200.0,12.0,190.0,0.49,1.7,0.9,0.41,15,음식
김치만두,면 및 만두류,325.4,68.5,260.5,0.35,7.47,5.0,1.79,4,음식
김치볶음,볶음류,100.0,66.0,444.0,2.57,5.44,4.2,3.34,21,음식
김치순두부,찌개 및 전골류,218.2,39.5,155.0,0.79,1.56,4.45,1.58,10,음식
김치전,전·적 및 부침류,120.0,126.0,243.0,1.36,18.09,4.32,4.2,7,음식
김치전골,찌개 및 전골류,410.0,56.5,185.5,0.8,5.29,3.06,2.62,2,음식
김치찌개,찌개 및 전골류,240.0,41.5,245.5,0.94,2.5,3.65,1.67,34,음식
김치찜,찜류,350.0,77.0,258.0,1.24,3.17,5.8,3.67,7,음식
김칫속,절임류 또는 조림류,100.0,74.0,935.0,5.31,13.0,3.2,0.81,123,가공식품
김튀김,튀김류,50.0,522.0,606.0,0.14,54.36,11.0,28.9,1,음식
까나리,어패류 및 기타 수산물,,36.0,4362.0,0.16,0.3,7.8,0.26,5,원재료성식품
깍두기,김치류,48.7,33.0,808.0,2.54,4.59,1.36,0.27,3,음식
깐쇼새우,튀김류,330.0,150.0,266.0,5.31,14.7,7.9,6.28,1,음식
깐풍기,튀김류,119.8,156.0,637.0,0.24,7.07,16.0,6.22,4,음식
깐풍새우,튀김류,100.0,240.0,531.0,7.2,20.56,8.15,13.86,1,음식
깨소금,조미료류,,638.0,,,13.7,18.1,56.7,1,원재료성식품
깨죽,죽 및 스프류,800.0,64.0,145.0,0.45,9.91,1.71,1.99,1,음식
깨찰빵,빵 및 과자류,,361.5,558.5,7.27,63.64,4.08,12.73,8,음식
깻잎김치,김치류,100.0,45.0,1708.0,1.52,7.35,3.1,1.19,5,음식
깻잎나물,나물·숙채류,70.0,47.0,335.0,0.65,6.0,2.7,1.91,7,음식
깻잎나물볶음,나물·숙채류,200.0,103.0,521.0,0.3,5.75,3.75,7.2,1,음식
